"";"iso2c";"country";"year";"EN.ATM.PM25.MC.M3";"EN.ATM.PM25.MC.ZS";"EG.EGY.PRIM.PP.KD";"EG.FEC.RNEW.ZS";"EG.ELC.RNEW.ZS";"EG.ELC.ACCS.ZS";"EG.CFT.ACCS.ZS";"AG.LND.FRST.ZS";"NY.GDP.TOTL.RT.ZS";"ER.LND.PTLD.ZS";"ER.PTD.TOTL.ZS";"ER.MRN.PTMR.ZS";"EG.ELC.ACCS.UR.ZS";"SH.H2O.BASW.UR.ZS";"SH.STA.BASS.UR.ZS";"EG.ELC.ACCS.RU.ZS";"SH.STA.BASS.RU.ZS";"SH.H2O.BASW.RU.ZS";"ER.H2O.INTR.PC";"SH.H2O.SMDW.ZS";"SH.STA.SMSS.ZS";"iso3c";"region";"capital";"longitude";"latitude";"income";"lending"
"2598";"CI";"Cote d'Ivoire";2010;21,6177050045333;100;7,75255219545979;75,3701433681979;28,2816429170159;57,9639282226563;18,5614407062531;32,7138364779874;6,8591263631053;NA;NA;NA;82,9101921003114;88,9824867491561;42,6893715108799;32,4556007385254;12,6047602739188;56,9157956042935;NA;35,4500170604242;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2599";"CI";"Cote d'Ivoire";2011;22,5930725475998;100;9,29580568041215;78,8957471490704;30,1360878832595;59,0359878540039;18,535190820694;32,7125773879717;9,23667785544734;NA;NA;NA;83,3010699574255;88,8006638943262;43,1640098097288;33,4703254699707;13,3202171457317;57,0489581524278;NA;35,610840134143;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2600";"CI";"Cote d'Ivoire";2012;22,4944044705046;100;9,10400457555492;74,904556454873;26,439566704675;55,8;18,5079216957092;32,7113213689072;8,77129052572925;NA;NA;NA;80,4978593474336;88,6187664901495;43,6412721249487;29;14,0550571240693;57,1815028061344;3566,12658691241;35,7695121339823;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2601";"CI";"Cote d'Ivoire";2000;25,2634935105474;100;5,77978223229832;63,7159742478385;36,75;47,6174240112305;18,4105634689331;32,4779874213836;4,31081699249008;NA;NA;NA;79,2971105910967;90,7966150833911;38,9846804283831;23,186149597168;7,34554559136349;55,5501859294286;NA;33,7368419488097;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2602";"CI";"Cote d'Ivoire";1961;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2603";"CI";"Cote d'Ivoire";1962;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20377,8224371388;NA;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2604";"CI";"Cote d'Ivoire";1963;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2605";"CI";"Cote d'Ivoire";1964;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2606";"CI";"Cote d'Ivoire";1965;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2607";"CI";"Cote d'Ivoire";1966;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2608";"CI";"Cote d'Ivoire";2007;NA;NA;8,38827316631871;76,445100086807;33,9548925590481;54,7862396240234;18,632560968399;32,7176106770833;7,33516135784074;NA;NA;NA;81,8963535308404;89,5275080175663;41,2812007125597;29,4934577941895;10,5746882976287;56,5126005933247;4008,08774102579;34,9561720679186;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2609";"CI";"Cote d'Ivoire";2008;NA;NA;8,22195233629473;74,3172624664752;34,7586206896552;55,8373031616211;18,6102688312531;32,7163515870676;8,39310752138013;NA;NA;NA;82,2109277932958;89,3459088107762;41,7479669622953;30,4634399414063;11,2319958498674;56,647616824742;NA;35,1230766726682;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2610";"CI";"Cote d'Ivoire";2009;NA;NA;7,29734360202002;73,6729367157035;37,5234202009879;56,8971138000488;18,5865104198456;32,7150955680031;5,86341779446299;NA;NA;NA;82,5465412570749;89,1642350546395;42,2173572284021;31,4520626068115;11,9086865086307;56,7820151617316;NA;35,2874263964734;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2611";"CI";"Cote d'Ivoire";2014;20,9001776437824;100;8,44009401055017;72,2237845464658;23,9319333816075;61,9;18,4508979320526;32,708806259827;6,06814745961734;NA;NA;NA;83,9561824025821;88,2547480337564;44,6036688045018;36,5449447631836;15,5828864003185;57,4447384302646;3392,84155469679;36,0804195546212;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2612";"CI";"Cote d'Ivoire";2015;27,6874939617682;100;7,23590098153217;64,5280256540323;16,7259786476868;62,6;17,96;32,7075471698113;4,03588282523855;NA;NA;NA;86,5;88,0726269815399;45,0888031688349;39,2256909070516;16,3758756982303;57,5754294006882;NA;36,2360745326889;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2613";"CI";"Cote d'Ivoire";1976;NA;NA;NA;NA;NA;NA;NA;NA;5,84187720102765;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2614";"CI";"Cote d'Ivoire";2013;21,305543161003;100;8,92753984172433;72,5798529621154;21,8823529411765;61,1888618469238;18,4797763824463;32,7100622788915;6,90603071765516;NA;NA;NA;84,1680145526259;88,4367945366263;44,1211584565397;35,5184135437012;14,8092802089314;57,3134295654133;NA;35,9260366444443;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2615";"CI";"Cote d'Ivoire";1978;NA;NA;NA;NA;NA;NA;NA;NA;4,33407992517679;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2616";"CI";"Cote d'Ivoire";2016;26,6747041085018;100;NA;NA;NA;64,3;18,23;32,7062880797956;3,92480786168025;22,88;14,8914750759545;0,074352759;92;87,8904313799768;45,5765615495391;36,7315388000341;17,1882481026668;57,7055024766841;NA;36,3921924022467;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2617";"CI";"Cote d'Ivoire";2006;NA;NA;7,93103667742772;74,9140409367803;28,6825817860301;53,745677947998;18,6532378196716;32,7188666961478;8,40994877384328;NA;NA;NA;81,5981239556583;89,7090326750097;40,8170584791951;28,5458469390869;9,93676385191487;56,3769664674797;NA;34,7875000040882;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2618";"CI";"Cote d'Ivoire";1977;NA;NA;NA;NA;NA;NA;NA;NA;5,2925209975451;NA;NA;NA;NA;NA;NA;NA;NA;NA;10935,7494830994;NA;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2619";"CI";"Cote d'Ivoire";2003;NA;NA;5,78367536972194;70,3196958361282;36,0133674071162;50,6790618896484;18,6635613441467;32,6232710544418;3,56353652608322;NA;NA;NA;80,4271856818167;90,2531593512602;39,66865465328;25,8304500579834;8,37568460788679;55,9663567233787;NA;34,270092995924;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2620";"CI";"Cote d'Ivoire";2004;NA;NA;8,05170138072963;75,5189053304395;33,6660617059891;51,6955146789551;18,67715716362;32,671696884827;3,63913467112301;NA;NA;NA;80,8092950170133;90,0718583418567;39,896646061579;26,7195949554443;8,71906428006129;56,1038445325066;NA;34,4448660477057;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2621";"CI";"Cote d'Ivoire";2001;NA;NA;5,55183866528906;64,7261350912511;36,8474923234391;48,6439170837402;18,539434671402;32,5264163227201;3,36703156720419;NA;NA;NA;79,673644962556;90,6155377220274;39,212671836682;24,0697956085205;7,68892526353798;55,6895274218396;NA;33,9160759070279;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2622";"CI";"Cote d'Ivoire";2002;NA;NA;6,03479962379237;65,3207019181228;32,6596146581035;51,4;18,6207115650177;32,5748421531053;3,44226516810969;NA;NA;NA;83,921390522264;90,4343858113171;39,440663244981;24,9492053985596;8,03230493571239;55,828251019823;4459,26507202868;34,0939666405362;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2623";"CI";"Cote d'Ivoire";2005;21,828811803797;100;8,18734575022429;78,069713869148;27,2311212814645;58,9;18,6706602573395;32,7201257861635;5,59083406826576;NA;NA;NA;83,7589051073919;89,8904827831065;40,3555402622015;37;9,31822251272571;56,240714447207;NA;34,6170645900086;NA;"CIV";"Sub-Saharan Africa";"Yamoussoukro";"-4.0305";"5.332";"Lower middle income";"IDA"
"2624";"CL";"Chile";1960;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2625";"CL";"Chile";1961;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2626";"CL";"Chile";1997;NA;NA;4,51446529606594;29,9535581039468;62,134726852269;96,1868515014648;NA;21,0652662387401;6,54851404796712;NA;NA;NA;99,5452880859375;NA;NA;76,896002090601;NA;NA;59853,0253168152;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2627";"CL";"Chile";1998;NA;NA;4,52826180506339;29,7452065833357;48,1708862541891;97,241124;NA;21,1420613288979;4,78816088282902;NA;NA;NA;99,667146;NA;NA;82,9624556298822;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2628";"CL";"Chile";1999;NA;NA;4,848140596377;29,0542007097036;38,0307371711383;96,6909332275391;NA;21,2188577324657;5,67311956189101;NA;NA;NA;99,5196533203125;NA;NA;79,6299005537532;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2629";"CL";"Chile";1962;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;104401,410091452;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2630";"CL";"Chile";2001;NA;NA;4,42996648160472;32,146033965615;54,2615974230561;97,1736297607422;86,65;21,3516014672367;6,64067827404137;NA;NA;NA;99,4489822387695;99,1490761724555;96,2778401997506;82,7638401057037;69,7557276756852;76,1345303841053;NA;92,4917719678125;48,7340172851715;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2631";"CL";"Chile";2002;NA;NA;4,48877881372488;33,0692742260041;55,4509857800371;97,3957824707031;87,33;21,4075514252601;6,7114672892797;NA;NA;NA;99,4149169921875;99,2002878853755;96,5411580180584;84,3400008133672;71,8118308512367;77,708115900844;56425,460468418;92,9973843649507;48,9632809415709;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2632";"CL";"Chile";1963;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2633";"CL";"Chile";2000;26,1685947683912;99,2449699760891;4,66548330681963;31,3615099880457;48,5478317281301;97,938687;86,1;21,2956528226234;7,07108026013193;NA;NA;NA;99,782113;99,0978644595355;96,0145223814428;86,5457694182757;67,6996245001346;74,5609448673667;NA;91,9617713367305;48,4966310713769;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2634";"CL";"Chile";1996;NA;NA;4,29795722839204;32,2306622953979;60,4529333289949;95,617315;NA;20,9884698351723;6,55740388865655;NA;NA;NA;99,441775;NA;NA;74,1794729751692;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2635";"CL";"Chile";1970;NA;NA;NA;NA;NA;NA;NA;NA;10,1666984204737;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2636";"CL";"Chile";1971;NA;NA;NA;NA;NA;NA;NA;NA;6,6173475486733;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2637";"CL";"Chile";1972;NA;NA;NA;NA;NA;NA;NA;NA;5,80807510960633;NA;NA;NA;NA;NA;NA;NA;NA;NA;87591,8997386495;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2638";"CL";"Chile";1973;NA;NA;NA;NA;NA;NA;NA;NA;7,35729951977616;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2639";"CL";"Chile";1974;NA;NA;NA;NA;NA;NA;NA;NA;10,9708769500364;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2640";"CL";"Chile";1975;NA;NA;NA;NA;NA;NA;NA;NA;12,7430210733874;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2641";"CL";"Chile";1976;NA;NA;NA;NA;NA;NA;NA;NA;12,4430233083495;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2642";"CL";"Chile";1964;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2643";"CL";"Chile";1965;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2644";"CL";"Chile";1966;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2645";"CL";"Chile";1967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95037,6902297496;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2646";"CL";"Chile";1968;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2647";"CL";"Chile";1969;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2648";"CL";"Chile";1983;NA;NA;NA;NA;NA;NA;NA;NA;9,05887802825533;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2649";"CL";"Chile";1984;NA;NA;NA;NA;NA;NA;NA;NA;7,9569523210822;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2650";"CL";"Chile";1985;NA;NA;NA;NA;NA;NA;NA;NA;8,87443769738804;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2651";"CL";"Chile";1986;NA;NA;NA;NA;NA;NA;NA;NA;7,04195459395074;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2652";"CL";"Chile";1987;NA;NA;NA;NA;NA;NA;NA;NA;8,54177697165619;NA;NA;NA;NA;NA;NA;NA;NA;NA;69999,629832466;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2653";"CL";"Chile";1988;NA;NA;NA;NA;NA;NA;NA;NA;11,8141163659253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2654";"CL";"Chile";1989;NA;NA;NA;NA;NA;NA;NA;NA;12,7599369850966;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2655";"CL";"Chile";1990;24,6760565704822;99,3502024069026;4,82833986565954;34,0268705730956;53,8373612018289;92,257427;NA;20,5276966674057;11,0898512082637;NA;NA;NA;98,846714;NA;NA;59,458310297133;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2656";"CL";"Chile";1991;NA;NA;4,57270014154948;37,2727789318802;70,9733981263464;94,7213973999023;NA;20,6044917575634;9,10695260981091;NA;NA;NA;99,1870880126953;NA;NA;72,2885813211385;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2657";"CL";"Chile";1992;NA;NA;4,4041091613469;38,6176618665178;82,6946295219783;94,560057;NA;20,6812881611313;7,54923372191655;NA;NA;NA;99,107534;NA;NA;71,4397443359869;NA;NA;64505,2241578406;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2658";"CL";"Chile";1993;NA;NA;4,21887319379018;35,7703977729854;81,6647919010124;95,203498840332;NA;20,758083251289;5,88636772721895;NA;NA;NA;99,3523254394531;NA;NA;73,5896207649193;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2659";"CL";"Chile";1994;NA;NA;4,29103718682437;34,8176839197185;74,2651422241563;95,446044921875;NA;20,8348796548568;6,93397670648498;NA;NA;NA;99,424201965332;NA;NA;74,2092823645015;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2660";"CL";"Chile";1995;24,943241526591;99,3737590980865;4,16795870011839;34,1675251282244;72,4051807185928;95,6903839111328;NA;20,9116747450146;8,01261618370005;NA;NA;NA;99,4831924438477;NA;NA;74,9422137302504;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2661";"CL";"Chile";2009;NA;NA;3,96872105175359;31,5254578448702;48,8274431013471;99,593662;90,53;21,7787526491482;14,7155997156026;NA;NA;NA;99,869036;99,5587698758154;98,3843827462125;97,7480012564053;86,2045530800924;88,7232145180146;NA;96,0995644545617;61,1457983017748;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2662";"CL";"Chile";2010;25,8922916949858;99,2864982318215;3,92122815075776;27,0427409374808;40,2025349968561;99,3830032348633;90,8;21,8295908149552;18,1042532181101;NA;NA;NA;99,7175445556641;99,6099815887354;98,6477005645202;97,129416890614;88,260656255643;90,2968000347532;NA;96,5540236451576;63,2003233204841;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2663";"CL";"Chile";2011;27,2458670675305;99,3197611890526;4,03659433983758;28,7900875640179;39,596426886613;99,588193;91,15;22,2341474024425;18,5501577026134;NA;NA;NA;99,856911;99,6611933016554;98,9110183828279;97,7686459499179;90,3167594311935;91,8703855514918;NA;97,0114325950979;65,2717280628599;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2664";"CL";"Chile";2012;25,0471553039699;99,2994810676024;4,23742939539713;30,3027342301006;36,4453556221416;100;91,39;22,6387013631096;16,3383610950312;NA;NA;NA;99,8712997436523;99,7124050145754;99,1743362011357;100;92,372862606745;93,4439710682304;50861,054667473;97,4713290544714;67,3596566021566;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2665";"CL";"Chile";2013;23,9366936042629;99,301999621247;4,23827868872777;30,1772384553337;35,6668719633203;99,6;91,67;23,0432579505969;15,091542360609;NA;NA;NA;99,8;99,7636167274954;99,4376540194434;100;94,4289657822956;95,017556584969;NA;97,9338473289974;69,4642454118215;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2666";"CL";"Chile";2014;22,8682518073035;99,1504517547802;3,76875108343125;26,7170993337307;42,4070089148478;100;91,91;23,4478119112639;14,7259327964892;NA;NA;NA;99,9775695800781;99,8085872289624;99,6574318738778;100;96,4850689578461;96,5911421017076;49834,0020943795;98,3100664136339;71,5522482708919;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2667";"CL";"Chile";2015;22,5697925543167;98,5762989258251;3,77685121790114;24,8825542739544;43,6043349649144;99,714844;92;23,8523684987512;12,2241604806983;NA;NA;NA;99,876858;99,8086851984231;99,7887199519964;100;98,5411721333976;98,1647276184463;NA;98,4758020065048;73,5877017873445;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2668";"CL";"Chile";2003;NA;NA;4,36281734995844;31,6138715474398;50,1569540242158;98,782325;87,88;21,4635000698734;7,62269957377914;NA;NA;NA;99,707507;99,2514995982955;96,8044758363661;92,7695089404954;73,8679340267872;79,2817014175826;NA;93,4314007052886;49,1699256782268;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2669";"CL";"Chile";2004;NA;NA;4,38153226502533;31,4340922880606;46,9008748633026;97,7793655395508;88,52;21,5194500278968;12,0580475015969;NA;NA;NA;99,3856353759766;99,3027113112155;97,0677936546738;87,2856719949523;75,9240372023378;80,8552869343212;NA;93,868959817529;51,1239229763265;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2670";"CL";"Chile";2005;25,5273169833417;99,272596170052;4,279382090683;32,2621658393698;53,8830881792546;97,9345245361328;88,95;21,5753986725101;13,3141360357395;NA;NA;NA;99,4030227661133;99,3539230241355;97,3311114729815;88,2923441625667;77,9801403778893;82,4288724510598;NA;94,3089565152702;53,0945799116012;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2671";"CL";"Chile";2006;NA;NA;4,26640114605916;32,9071433214207;55,2548806941432;99,368108;89,38;21,6262368383171;21,4175469970892;NA;NA;NA;99,814949;99,4051347370554;97,5944292912893;96,4189851416406;80,0362435534398;84,0024579677984;NA;94,7523462905754;55,0822259372423;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2672";"CL";"Chile";2007;NA;NA;4,20801560268492;30,4631065443073;44,1555999931634;98,2080993652344;89,87;21,6770750041241;21,3453667988197;NA;NA;NA;99,4960327148438;99,4563464499754;97,857747109597;89,6644824935296;82,0923467289904;85,5760434845374;53538,388385618;95,1984243970128;57,0865712215994;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2673";"CL";"Chile";2008;NA;NA;4,03486353611815;30,8274609615896;45,7490285408013;98,3496856689453;90,21;21,7279144833412;19,5697435998256;NA;NA;NA;99,5631713867188;99,5075581628954;98,1210649279047;90,258013220636;84,1484499045409;87,149629001276;NA;95,6476988512989;59,1078666946297;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2674";"CL";"Chile";1981;NA;NA;NA;NA;NA;NA;NA;NA;5,51834601773697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2675";"CL";"Chile";1982;NA;NA;NA;NA;NA;NA;NA;NA;6,58986976635647;NA;NA;NA;NA;NA;NA;NA;NA;NA;75358,2005176981;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2676";"CL";"Chile";2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2677";"CL";"Chile";2016;20,8768704085084;97,594418737426;NA;NA;NA;100;92,28;24,2569250862385;10,3234505909429;18,4;13,5939050071834;12,59520309;100;99,8087830676491;100;100;100;98,3252177975872;NA;98,4639654416685;75,6335759092128;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
"2678";"CL";"Chile";2017;21,0362990619754;97,6630177077565;NA;NA;NA;100;NA;NA;11,7595139348154;18,4944542424793;27,0392385768099;28,814450666394;100;99,8088808367941;100;100;100;100;NA;98,6391697263652;77,4648230881742;"CHL";"Latin America & Caribbean";"Santiago";"-70.6475";"-33.475";"High income";"IBRD"
